create_dt,metric_id,feature_id,unique_identifier,feature_name,metrics,display_names,operating_system_type,1st Quartile,3rd Quartile,IQR,Upper,Lower,Yesterday,last_7_days,last_30_days,% Change Last 7 Days,% Change Last 30 Days,Date,Value
2025-01-22,Both_ID_29,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Both,13.815,15.233,1.418,16.297,12.751,17.206,15.596,15.098,10.321138732665279,13.963623839234856,13-11-2024,14.443
2025-01-22,429,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Google Android,13.387,15.799,2.412,17.608,11.578,16.092,16.086,15.866,0.03818793794014711,1.4271997848590412,13-11-2024,15.148
2025-01-22,191,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Apple iOS,53.177,55.748,2.571,57.677,51.249,58.797,57.563,55.245,2.1439916612895087,6.430311740876042,13-11-2024,55.684
2025-01-22,Both_ID_25,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Both,52.982,55.555,2.573,57.485,51.053,58.569,57.88,55.442,1.1906436732245942,5.639620313743787,13-11-2024,56.774
2025-01-22,425,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Google Android,52.032,56.274,4.242,59.455,48.85,58.098,58.555,55.869,-0.7802207453816254,3.989566080693452,13-11-2024,59.166
2025-01-22,190,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Apple iOS,59.581,61.735,2.154,63.351,57.965,61.333,62.051,61.203,-1.1566575727227748,0.2127353650486613,13-11-2024,61.465
2025-01-22,Both_ID_24,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Both,58.026,60.204,2.178,61.837,56.392,60.255,60.61,59.58,-0.5850089684090507,1.132251545810388,13-11-2024,59.226
2025-01-22,424,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Google Android,54.519,57.454,2.934,59.654,52.318,58.141,57.85,56.29,0.5037696291119647,3.287777823177344,13-11-2024,54.846
2025-01-22,142,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Apple iOS,91.086,93.581,2.495,95.453,89.214,93.395,93.364,92.787,0.03335643802205122,0.65486644913227,13-11-2024,93.862
2025-01-22,Both_ID_2,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Both,91.214,93.586,2.372,95.366,89.435,93.28,93.354,92.738,-0.07896234903805498,0.5843698847866288,13-11-2024,93.888
2025-01-22,378,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Google Android,91.448,93.358,1.911,94.792,90.015,92.958,93.319,92.596,-0.3873025981421919,0.39130700860730516,13-11-2024,93.96
2025-01-22,184,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Apple iOS,2.477,3.052,0.575,3.484,2.046,2.481,2.883,2.705,-13.935279250706193,-8.278700645733728,13-11-2024,2.278
2025-01-22,Both_ID_18,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Both,2.515,3.071,0.556,3.489,2.097,2.525,3.102,2.807,-18.61214716581481,-10.05699358822134,13-11-2024,2.424
2025-01-22,418,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Google Android,2.568,3.342,0.774,3.922,1.987,2.612,3.525,3.013,-25.897706087379436,-13.29844322242998,13-11-2024,2.709
2025-01-22,186,15,SH,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Apple iOS,54.423,73.521,19.099,87.845,40.099,66.216,58.29,59.206,13.598364814093175,11.839638416246919,14-11-2024,63.529
2025-01-22,Both_ID_20,15,SH,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Both,54.716,70.603,15.886,82.518,42.801,64.151,56.409,58.838,13.724184214858234,9.030743414351164,14-11-2024,61.789
2025-01-22,420,15,SH,SMART HELP,DR_SmartHelp Result - Unknown,1st common reason (Unknown),Google Android,50.0,72.135,22.135,88.737,33.399,59.375,53.121,58.332,11.773722922185334,1.7883898662479107,14-11-2024,57.895
2025-01-22,187,15,SH,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Apple iOS,10.098,23.292,13.195,33.189,0.201,21.622,20.06,23.126,7.788175305160307,-6.50161581859013,14-11-2024,17.647
2025-01-22,Both_ID_21,15,SH,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Both,12.419,24.12,11.701,32.896,3.643,23.585,22.08,23.356,6.816814290982733,0.9786026119855586,14-11-2024,17.886
2025-01-22,421,15,SH,SMART HELP,DR_SmartHelp Result - Disconnected,2nd common reason (Disconnected),Google Android,10.07,25.436,15.365,36.96,-1.453,28.125,25.846,23.867,8.817010551450059,17.84267252516426,14-11-2024,18.421
2025-01-22,188,15,SH,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Apple iOS,1.618,6.645,5.027,10.415,-2.152,6.757,9.258,6.236,-27.016726330082708,8.354135374516916,14-11-2024,5.882
2025-01-22,Both_ID_22,15,SH,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Both,2.532,7.189,4.657,10.682,-0.961,6.604,10.671,7.382,-38.11429871885835,-10.539957193559177,14-11-2024,8.943
2025-01-22,422,15,SH,SMART HELP,DR_SmartHelp Result - Incomplete Install,3rd common reason (Incomplete Install),Google Android,2.174,9.661,7.487,15.276,-3.441,6.25,13.843,9.852,-54.851293058966796,-36.56046041880247,14-11-2024,15.789
2025-01-22,196,15,SH,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Apple iOS,16.842,18.939,2.098,20.512,15.269,19.132,17.74,17.552,7.848411151733813,8.999960119186651,14-11-2024,17.077
2025-01-22,Both_ID_30,15,SH,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Both,16.732,18.462,1.73,19.76,15.435,18.025,17.379,17.363,3.7171298693825934,3.814299591846143,14-11-2024,16.643
2025-01-22,430,15,SH,SMART HELP,DR_SmartHelp - Billing & Account Support,Clicked Billing & Account Support,Google Android,15.981,17.903,1.922,19.345,14.539,15.857,16.691,16.987,-4.997517930810166,-6.650680334849554,14-11-2024,15.83
2025-01-22,199,15,SH,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Apple iOS,0.254,0.396,0.142,0.503,0.148,0.372,0.328,0.354,13.315926892950388,5.055069189494501,14-11-2024,0.138
2025-01-22,Both_ID_33,15,SH,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Both,0.268,0.41,0.142,0.516,0.162,0.328,0.354,0.363,-7.419354838709667,-9.708203340062397,14-11-2024,0.162
2025-01-22,433,15,SH,SMART HELP,DR_SmartHelp - Homelife Support,Clicked Homelife Support,Google Android,0.252,0.44,0.188,0.581,0.112,0.243,0.407,0.38,-40.23190442726634,-36.10867659947415,14-11-2024,0.207
2025-01-22,197,15,SH,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Apple iOS,17.069,18.419,1.35,19.432,16.056,18.512,17.957,17.961,3.0898965791567137,3.0675666396328394,14-11-2024,16.911
2025-01-22,Both_ID_31,15,SH,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Both,16.413,17.422,1.01,18.18,15.655,17.183,17.426,17.312,-1.392042892629051,-0.7440012014926339,14-11-2024,15.994
2025-01-22,431,15,SH,SMART HELP,DR_SmartHelp - Internet Support,Clicked Internet Support,Google Android,14.666,16.35,1.684,17.613,13.403,14.581,16.415,15.999,-11.174253961899634,-8.865142578560386,14-11-2024,14.278
2025-01-22,198,15,SH,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Apple iOS,1.149,1.491,0.342,1.747,0.893,1.333,1.478,1.406,-9.827986084267488,-5.165054069436555,14-11-2024,1.464
2025-01-22,Both_ID_32,15,SH,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Both,1.091,1.422,0.331,1.67,0.843,1.15,1.421,1.36,-19.095477386934682,-15.439103899605367,14-11-2024,1.315
2025-01-22,432,15,SH,SMART HELP,DR_SmartHelp - TV Support,Clicked TV Support,Google Android,0.885,1.372,0.487,1.737,0.52,0.79,1.308,1.268,-39.6090422627498,-37.68077833289508,14-11-2024,1.035
2025-01-22,194,15,SH,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Apple iOS,4.045,5.031,0.986,5.77,3.306,5.207,4.986,4.855,4.441388005386976,7.245103221952917,14-11-2024,3.853
2025-01-22,Both_ID_28,15,SH,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Both,3.879,4.795,0.916,5.482,3.192,4.77,4.855,4.633,-1.7594445098269975,2.957788026390573,14-11-2024,3.886
2025-01-22,428,15,SH,SMART HELP,DR_Smarthelp P&P - Connect with a support agent,Connect with Agent,Google Android,3.252,4.379,1.126,5.223,2.408,3.866,4.585,4.131,-15.678943104630125,-6.424727495703657,14-11-2024,3.952
2025-01-22,148,11,RM,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Apple iOS,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,14-11-2024,0.0
2025-01-22,Both_ID_8,11,RM,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Both,0.152,0.231,0.08,0.291,0.092,0.341,0.217,0.211,56.83311432325892,61.25472887767973,14-11-2024,0.328
2025-01-22,384,11,RM,RESET MODEM,DR_Reset Modem Error -DMCA,DMCA Error,Google Android,0.578,0.896,0.318,1.135,0.34,1.291,0.82,0.813,57.384186694531515,58.82714783678487,14-11-2024,1.238
2025-01-22,183,15,SH,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Apple iOS,3158.25,3441.5,283.25,3795.562,2804.188,3225.0,3363.286,3333.333,-4.111625536252812,-3.2500000000000044,14-11-2024,3619.0
2025-01-22,Both_ID_17,15,SH,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Both,4676.5,5158.25,481.75,5519.562,4315.188,4871.0,5098.714,4976.2,-4.466111904962028,-2.1140629395924564,14-11-2024,5552.0
2025-01-22,417,15,SH,SMART HELP,DR_SmartHelp - Landing Page,Devices Page Visits,Google Android,1491.25,1702.25,211.0,1966.0,1227.5,1646.0,1735.429,1642.867,-5.1531116233124745,0.1907235320375019,14-11-2024,1933.0
2025-01-22,189,15,SH,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Apple iOS,0.663,1.239,0.576,1.671,0.231,0.651,0.96,0.935,-32.17740735228458,-30.401625031182057,14-11-2024,0.857
2025-01-22,Both_ID_23,15,SH,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Both,0.671,1.232,0.561,1.652,0.25,0.616,0.99,0.944,-37.80470214914179,-34.715794679761196,14-11-2024,0.811
2025-01-22,423,15,SH,SMART HELP,DR_SmartHelp - Reboot Flow Started,Did a Device Reboot,Google Android,0.634,1.279,0.645,1.763,0.15,0.547,1.053,0.958,-48.039082643506575,-42.93166405842461,14-11-2024,0.724
2025-01-22,146,11,RM,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Apple iOS,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,14-11-2024,0.0
2025-01-22,Both_ID_6,11,RM,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Both,1.162,1.755,0.594,2.201,0.716,1.428,1.713,1.584,-16.623571607306708,-9.85038193640707,14-11-2024,2.742
2025-01-22,382,11,RM,RESET MODEM,DR_Reset Modem - Error Outage,Error Outage,Google Android,4.588,6.996,2.407,8.801,2.783,5.399,6.461,6.07,-16.440779146123063,-11.051923446552637,14-11-2024,10.347
2025-01-22,147,11,RM,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Apple iOS,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,14-11-2024,0.0
2025-01-22,Both_ID_7,11,RM,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Both,0.041,0.079,0.038,0.107,0.013,0.062,0.066,0.054,-5.856832971800444,15.170278637770904,14-11-2024,0.0
2025-01-22,383,11,RM,RESET MODEM,DR_Reset Modem Error - Non Pay,Non Pay Error,Google Android,0.147,0.309,0.162,0.43,0.026,0.235,0.247,0.207,-4.968226458694408,13.76472486687104,14-11-2024,0.0
2025-01-22,141,11,RM,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Apple iOS,4866.5,5387.25,520.75,6038.188,4215.562,4739.0,5007.143,5106.433,-5.3552068473609085,-7.195498488834347,14-11-2024,5601.0
2025-01-22,Both_ID_1,11,RM,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Both,6552.75,7198.5,645.75,7682.812,6068.438,6443.0,6809.714,6902.6,-5.3851640513552015,-6.658360617738249,14-11-2024,7621.0
2025-01-22,377,11,RM,RESET MODEM,DR_Reset Modem - Home Page,Reset Modem Start Page Visits,Google Android,1691.75,1830.0,138.25,2002.812,1518.938,1704.0,1802.571,1796.167,-5.468378506894918,-5.131298134916957,14-11-2024,2020.0
2025-01-22,143,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Apple iOS,30.857,32.534,1.677,33.792,29.599,28.513,30.428,31.784,-6.2922255660983915,-10.291811960881986,14-11-2024,29.398
2025-01-22,Both_ID_3,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Both,30.472,31.968,1.496,33.09,29.349,28.436,29.825,31.204,-4.658080152507215,-8.870365563278941,14-11-2024,29.4
2025-01-22,379,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Complete,Reset Process Complete,Google Android,28.755,30.718,1.963,32.19,27.283,28.22,28.18,29.565,0.1414369794333197,-4.549298156604112,14-11-2024,29.406
2025-01-22,144,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Apple iOS,44.426,46.622,2.196,48.269,42.779,47.402,47.793,46.028,-0.8178149753400101,2.9840953496894134,14-11-2024,47.865
2025-01-22,Both_ID_4,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Both,41.927,43.972,2.044,45.505,40.394,45.075,45.669,43.483,-1.3000459833396236,3.6616777208459563,14-11-2024,45.37
2025-01-22,380,11,RM,RESET MODEM,DR_Reset Modem - Rebooting Incomplete,Reset Process Incomplete,Google Android,34.008,36.634,2.626,38.603,32.039,38.573,39.747,36.201,-2.952635627152026,6.55122596660718,14-11-2024,38.453
2025-01-22,149,12,RTB,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Apple iOS,641.0,758.75,117.75,905.938,493.812,625.0,737.571,726.867,-15.262444315320547,-14.014491424378612,14-11-2024,679.0
2025-01-22,Both_ID_9,12,RTB,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Both,871.25,1009.5,138.25,1113.188,767.562,841.0,1006.429,990.6,-16.437189496096526,-15.101958409045025,14-11-2024,921.0
2025-01-22,385,12,RTB,RESET TV BOX,DR_Reset Tvbox - Home Page,Reset TV Box Start Page Visits,Google Android,233.0,269.75,36.75,315.688,187.062,216.0,268.857,263.733,-19.659936238044626,-18.099089989888782,14-11-2024,242.0
2025-01-22,145,11,RM,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Apple iOS,13.97,15.276,1.306,16.255,12.99,15.612,15.564,14.845,0.3084040092521091,5.170265081343234,14-11-2024,14.785
2025-01-22,Both_ID_5,11,RM,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Both,13.704,14.869,1.165,15.742,12.831,15.374,15.714,14.68,-2.166343942327774,4.729660687888705,14-11-2024,14.491
2025-01-22,381,11,RM,RESET MODEM,DR_Reset Modem - Agent Chat,Reset_Modem Interacted with Chat,Google Android,12.823,14.066,1.243,14.999,11.891,14.71,16.121,14.205,-8.754984492689397,3.5553292393035987,14-11-2024,13.677
2025-01-22,156,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Apple iOS,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,14-11-2024,0.0
2025-01-22,Both_ID_16,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Both,0.0,0.119,0.119,0.208,-0.089,0.119,0.018,0.056,561.1111111111111,111.36767317939606,14-11-2024,0.217
2025-01-22,392,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - DMCA,Reset_TV DMCA Error,Google Android,0.0,0.459,0.459,0.803,-0.344,0.463,0.075,0.212,516.1596958174905,118.39622641509435,14-11-2024,0.826
2025-01-22,154,12,RTB,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Apple iOS,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,14-11-2024,0.0
2025-01-22,Both_ID_14,12,RTB,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Both,1.242,2.233,0.99,2.975,0.5,1.546,1.77,1.705,-12.648317055452413,-9.332603510966873,14-11-2024,2.389
2025-01-22,390,12,RTB,RESET TV BOX,DR_Reset Tvbox - Error Outage,Reset_TV Error Outage,Google Android,4.913,8.626,3.713,11.41,2.128,6.019,6.662,6.414,-9.657568025387565,-6.15450179822465,14-11-2024,9.091
2025-01-22,153,12,RTB,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Apple iOS,16.084,18.654,2.569,20.581,14.157,18.596,18.001,17.454,3.303732273091625,6.542709326020146,14-11-2024,20.74
2025-01-22,Both_ID_13,12,RTB,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Both,15.793,17.885,2.092,19.454,14.224,17.386,17.576,16.837,-1.0794115256441656,3.2629246939708914,14-11-2024,19.976
2025-01-22,389,12,RTB,RESET TV BOX,DR_Reset Tvbox - Agent Chat,Reset_TV Interacted with Chat,Google Android,13.386,17.443,4.057,20.486,10.343,13.846,16.29,15.099,-15.001578559652016,-8.297145682980727,14-11-2024,17.808
2025-01-22,155,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Apple iOS,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,14-11-2024,0.0
2025-01-22,Both_ID_15,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Both,0.0,0.107,0.107,0.187,-0.08,0.0,0.111,0.067,-100.0,-100.0,14-11-2024,0.0
2025-01-22,391,12,RTB,RESET TV BOX,DR_Reset Tvbox Error - Non Pay,Reset_TV Non Pay Error,Google Android,0.0,0.411,0.411,0.719,-0.308,0.0,0.401,0.246,-100.0,-100.0,14-11-2024,0.0
2025-01-22,151,12,RTB,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Apple iOS,32.329,36.219,3.889,39.136,29.413,38.07,34.303,34.492,10.981546803486562,10.372779932854396,14-11-2024,32.797
2025-01-22,Both_ID_11,12,RTB,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Both,31.788,34.736,2.948,36.947,29.578,36.471,33.917,33.571,7.529241305528997,8.637221600550449,14-11-2024,32.105
2025-01-22,387,12,RTB,RESET TV BOX,DR_Reset Tvbox - Complete,Reset_TV Process Complete,Google Android,29.464,32.919,3.455,35.51,26.873,31.795,32.788,31.034,-3.0272795005076025,2.4507187178112884,14-11-2024,30.137
2025-01-22,152,12,RTB,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Apple iOS,38.772,42.217,3.444,44.8,36.189,45.439,42.3,40.547,7.421892150207523,12.066208647341297,14-11-2024,41.961
2025-01-22,Both_ID_12,12,RTB,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Both,34.69,38.019,3.328,40.515,32.194,39.085,37.693,36.454,3.692207403364774,7.216530666734937,14-11-2024,38.882
2025-01-22,388,12,RTB,RESET TV BOX,DR_Reset Tvbox - Incomplete,Reset_TV Process Incomplete,Google Android,22.004,26.951,4.947,30.661,18.294,20.513,25.003,25.185,-17.95690753575326,-18.550940239718784,14-11-2024,30.137
2025-01-22,150,12,RTB,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Apple iOS,91.43,93.286,1.856,94.678,90.038,91.2,91.443,91.726,-0.26527188024333226,-0.573808321129133,14-11-2024,91.605
2025-01-22,Both_ID_10,12,RTB,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Both,91.758,93.372,1.615,94.583,90.547,90.963,91.582,91.814,-0.6760519440003016,-0.9263703317521068,14-11-2024,91.314
2025-01-22,386,12,RTB,RESET TV BOX,DR_Reset Tvbox - Rebooting,Reset_TV Started Reset Process,Google Android,91.736,94.367,2.631,96.34,89.763,90.278,91.921,92.021,-1.787557036466045,-1.8941328609773802,14-11-2024,90.496
2025-01-22,185,15,SH,SMART HELP,DR_SmartHelp - Result,Saw a Result,Apple iOS,93.128,97.314,4.186,100.454,89.989,92.5,94.626,94.462,-2.2471825297976302,-2.077060236899415,14-11-2024,93.407
2025-01-22,Both_ID_19,15,SH,SMART HELP,DR_SmartHelp - Result,Saw a Result,Both,86.288,92.56,6.272,97.264,81.584,86.179,86.479,87.393,-0.346575788261672,-1.3889768272467633,14-11-2024,88.489
2025-01-22,419,15,SH,SMART HELP,DR_SmartHelp - Result,Saw a Result,Google Android,70.906,85.124,14.218,95.788,60.243,74.419,73.681,74.756,1.0016150703709228,-0.450711158712952,14-11-2024,79.167
2025-01-22,193,15,SH,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Apple iOS,21.182,22.79,1.609,23.997,19.976,23.66,22.966,22.596,3.020576746037671,4.70926141468144,14-11-2024,19.402
2025-01-22,Both_ID_27,15,SH,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Both,19.78,21.201,1.421,22.267,18.714,21.601,21.448,21.0,0.7120116159799645,2.8632109614090377,14-11-2024,18.427
2025-01-22,427,15,SH,SMART HELP,DR_Smarthelp P&P - Let's schedule a technician visit,Schedule Tech,Google Android,15.856,17.953,2.097,19.525,14.283,17.346,18.299,17.46,-5.205714731829179,-0.6555762159850548,14-11-2024,16.452
2025-01-22,192,15,SH,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Apple iOS,18.517,20.928,2.411,22.736,16.709,18.504,17.527,19.783,5.576838433073071,-6.466880426486196,14-11-2024,17.362
2025-01-22,Both_ID_26,15,SH,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Both,16.779,18.967,2.188,20.608,15.138,15.945,15.472,17.579,3.0542808867386273,-9.297589612123225,14-11-2024,14.602
2025-01-22,426,15,SH,SMART HELP,DR_Smarthelp P&P - Reset Complete,Smarthelp Reset Complete,Google Android,12.417,14.575,2.158,16.194,10.799,10.658,11.202,12.712,-4.859915579529953,-16.161258603736485,14-11-2024,9.007
2025-01-22,200,15,SH,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Apple iOS,1.136,1.555,0.42,1.87,0.821,1.116,1.283,1.239,-13.026052104208407,-9.939475453934076,14-11-2024,1.271
2025-01-22,Both_ID_34,15,SH,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Both,1.13,1.489,0.359,1.758,0.861,1.047,1.416,1.23,-26.059322033898308,-14.905721716514956,14-11-2024,1.189
2025-01-22,434,15,SH,SMART HELP,DR_SmartHelp - Agent Chat,Smarthelp_Interacted with Chat,Google Android,0.984,1.414,0.43,1.737,0.661,0.911,1.671,1.21,-45.48640793298,-24.69829723921309,14-11-2024,1.035
2025-01-22,195,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Apple iOS,13.686,15.266,1.58,16.451,12.501,17.745,15.376,14.751,15.408200239707897,20.29964747356053,14-11-2024,13.735
2025-01-22,Both_ID_29,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Both,13.815,15.233,1.418,16.297,12.751,17.206,15.596,15.098,10.321138732665279,13.963623839234856,14-11-2024,14.117
2025-01-22,429,15,SH,SMART HELP,DR_Smarthelp P&P - Interacted with Chat Agent,Smarthelp_P&P Interacted with Chat,Google Android,13.387,15.799,2.412,17.608,11.578,16.092,16.086,15.866,0.03818793794014711,1.4271997848590412,14-11-2024,14.89
2025-01-22,191,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Apple iOS,53.177,55.748,2.571,57.677,51.249,58.797,57.563,55.245,2.1439916612895087,6.430311740876042,14-11-2024,57.661
2025-01-22,Both_ID_25,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Both,52.982,55.555,2.573,57.485,51.053,58.569,57.88,55.442,1.1906436732245942,5.639620313743787,14-11-2024,58.379
2025-01-22,425,15,SH,SMART HELP,DR_Smarthelp P&P - Let's troubleshoot together,Started P&P troubleshooting,Google Android,52.032,56.274,4.242,59.455,48.85,58.098,58.555,55.869,-0.7802207453816254,3.989566080693452,14-11-2024,59.835
2025-01-22,190,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Apple iOS,59.581,61.735,2.154,63.351,57.965,61.333,62.051,61.203,-1.1566575727227748,0.2127353650486613,14-11-2024,60.956
2025-01-22,Both_ID_24,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Both,58.026,60.204,2.178,61.837,56.392,60.255,60.61,59.58,-0.5850089684090507,1.132251545810388,14-11-2024,59.33
2025-01-22,424,15,SH,SMART HELP,DR_SmartHelp - P&P,Started Proactive and Preventive (P&P),Google Android,54.519,57.454,2.934,59.654,52.318,58.141,57.85,56.29,0.5037696291119647,3.287777823177344,14-11-2024,56.286
2025-01-22,142,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Apple iOS,91.086,93.581,2.495,95.453,89.214,93.395,93.364,92.787,0.03335643802205122,0.65486644913227,14-11-2024,94.072
2025-01-22,Both_ID_2,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Both,91.214,93.586,2.372,95.366,89.435,93.28,93.354,92.738,-0.07896234903805498,0.5843698847866288,14-11-2024,94.082
2025-01-22,378,11,RM,RESET MODEM,DR_Reset Modem - Started Rebooting Process,Started Reset Process,Google Android,91.448,93.358,1.911,94.792,90.015,92.958,93.319,92.596,-0.3873025981421919,0.39130700860730516,14-11-2024,94.109
2025-01-22,184,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Apple iOS,2.477,3.052,0.575,3.484,2.046,2.481,2.883,2.705,-13.935279250706193,-8.278700645733728,14-11-2024,2.515
2025-01-22,Both_ID_18,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Both,2.515,3.071,0.556,3.489,2.097,2.525,3.102,2.807,-18.61214716581481,-10.05699358822134,14-11-2024,2.504
2025-01-22,418,15,SH,SMART HELP,DR_SmartHelp - Started,Started Troubleshooting (Solution Center),Google Android,2.568,3.342,0.774,3.922,1.987,2.612,3.525,3.013,-25.897706087379436,-13.29844322242998,14-11-2024,2.483
